id,pos,gloss,persian_gloss,checked
43875,noun,"a serving that has been cut from a larger portion; ""a piece of pie""; ""a slice of bread""","وعده ای که از قسمت بزرگتری برش خورده باشد.""یک تکه پای""؛""یک تکه نان""",1
43878,noun,a device that terminates the flow in a pipe,دستگاهی که جریان را در لوله قطع می کند,1
43881,noun,someone who carves the meat,کسی که گوشت را کنده کاری می کند,1
43880,noun,someone who cuts or carves stone,کسی که سنگ را تراش یا تراش می دهد,1
43879,noun,a thief who steals from the pockets or purses of others in public places,سارقی که در جاهای عمومی از جیب یا کیف دیگران سرقت می کند,1
43877,noun,"the greatest amount of something that is possible or allowed; ""there are limits on the amount you can bet""; ""it is growing rapidly with no limitation in sight""","بیشترین مقدار چیزی که ممکن یا مجاز باشد.""محدودیتی در مقدار شرط بندی شما وجود دارد""؛""بدون هیچ محدودیتی در حال رشد سریع است""",1
43882,noun,a person eating a meal (especially in a restaurant),شخصی که یک وعده غذایی می خورد (مخصوصاً در رستوران),1
43885,noun,one who cuts and shapes precious stones,کسی که سنگهای قیمتی را برش و شکل می دهد,1
43884,noun,someone who cuts cloth etc. to measure in making garments,کسی که پارچه و غیره را برای اندازه گیری در ساخت لباس برش می دهد,1
43883,noun,someone whose work is cutting (as e.g. cutting cloth for garments),کسی که کارش برش زدن است (مانند بریدن پارچه برای لباس),1
43886,noun,someone who cuts or grinds designs on glass,کسی که طرح های شیشه را برش یا آسیاب می کند,1
43887,noun,tender that is a light ship's boat; often for personal use of captain,مناقصه ای که قایق کشتی سبک است.اغلب برای استفاده شخصی از ناخدا,1
43890,noun,someone who murders by cutting the victim's throat,کسی که با قطع گلوی قربانی قتل می کند,1
43888,noun,a sailing vessel with a single mast set further back than the mast of a sloop,یک کشتی قایقرانی با یک دکل عقب که عقبتر از دکل یک ملاقه است,1
43889,adjective,"ruthless in competition; ""cutthroat competition""; ""bowelless readiness to take advantage""","بی رحم در رقابت؛""رقابت cutthroat""؛""آمادگی بدون روده برای استفاده""",1
43891,adjective,"(of speech) harsh or hurtful in tone or character; ""cutting remarks""; ""edged satire""; ""a stinging comment""","(از گفتار) از نظر لحن یا شخصیت خشن یا آسیب رسان ؛""سخنان برنده""؛""طنز لبه دار""؛""یک نظر سوزناک""",1
43892,adjective,"lacking kindness; ""a thoughtless and unkind remark""; ""the unkindest cut of all""","فاقد مهربانی""یک اظهار نظر بی فکر و نامهربان""؛""نامهربانترین برش از همه""",1
43894,adjective,"suitable for cutting or severing; ""a cutting tool""; ""the cutting edge""","مناسب برای برش یا قطع""یک ابزار برش"" ؛""لبه برش""",1
43896,noun,the activity of selecting the scenes to be shown and putting them together to create a film,فعالیت انتخاب صحنه های نشان داده شده و کنار هم قرار دادن آنها برای ایجاد یک فیلم,1
43895,adjective,"having or made by a thin edge or sharp point; suitable for cutting or piercing; ""a sharp knife""; ""a pencil with a sharp point""","داشتن یا ساخته شده توسط لبه نازک یا نوک تیز ؛مناسب برای برش یا سوراخ کردن""چاقوی تیز""؛""یک مداد با نوک تیز""",1
43897,noun,a part (sometimes a root or leaf or bud) removed from a plant to propagate a new plant through rooting or grafting,بخشی (بعضی اوقات ریشه یا برگ یا جوانه) از گیاه برداشته می شود تا گیاه جدید از طریق ریشه زایی یا پیوند زدن تکثیر شود,1
43898,noun,"cuttings of plants set in the ground to grow as hawthorn for hedges or vines; ""a quickset of a vine planted in a vineyard""","قلمه های گیاهانی که در زمین قرار دارند تا به عنوان زالزالک برای پرچین یا انگور رشد کنند.""یک تکه انگور که در یک تاکستان کاشته شده است""",1
43893,adjective,"as physically painful as if caused by a sharp instrument; ""a cutting wind""; ""keen winds""; ""knifelike cold""; ""piercing knifelike pains""; ""piercing cold""; ""piercing criticism""; ""a stabbing pain""; ""lancinating pain""","از نظر جسمی دردناک است ، گویی که توسط یک وسیله تیز ایجاد شده باشد.""یک باد برش"" ؛""باد شدید""؛""knifelike سرد""؛""دردهای سوراخ کننده چاقو""؛""سوراخ کردن سرما""؛""انتقاد سوراخ کننده""؛""یک درد خنجری""""درد بزرگ""",1
43899,noun,a piece cut off from the main part of something,قطعه ای که از قسمت اصلی چیزی بریده شده است,1
43900,noun,something that has been pruned off of a plant,چیزی که از گیاه هرس شده باشد,1
43904,noun,type genus of the Sepiidae,جنس نوع سپییدا,1
43901,noun,"the act of diluting something; ""the cutting of whiskey with water""; ""the thinning of paint with turpentine""","عمل رقیق کردن چیزی ؛""برش ویسکی با آب"" ؛""نازک شدن رنگ با سقز""",1
43902,noun,weakening (reducing the concentration) by the addition of water or a thinner,تضعیف (کاهش غلظت) با افزودن آب یا رقیق کننده,1
43903,noun,ten-armed oval-bodied cephalopod with narrow fins as long as the body and a large calcareous internal shell,سفالوپود بیضوی ده بازه با باله های باریک تا بدن و پوسته داخلی بزرگ آهکی,1
43905,noun,"a low stool; formerly in Scotland, a seat in a church where an offender was publicly rebuked",مدفوع کمقبلاً در اسکاتلند ، صندلی در کلیسایی که در آن یک مجرم علناً مورد سرزنش قرار می گرفت,1
43906,noun,a bluish discoloration of the skin and mucous membranes; a sign that oxygen in the blood is dangerously diminished (as in carbon monoxide poisoning),تغییر رنگ مایل به آبی و پوستی مخاطی.نشانه ای از کاهش خطرناک اکسیژن در خون (مانند مسمومیت با مونوکسیدکربن),1
43910,noun,plants of the class Gymnospermae having seeds not enclosed in an ovary,گیاهان کلاس Gymnospermae دارای بذرهایی که در تخمدان محصور نشده اند,1
43908,noun,cyanosis of the extremities; can occur when a spasm of the blood vessels is caused by exposure to cold or by strong emotion,سیانوز اندامها ؛می تواند زمانی اتفاق بیفتد که اسپاسم رگ های خونی در اثر قرار گرفتن در معرض سرما یا احساسات شدید ایجاد شود,1
43907,noun,"a toxic condition that results from inhaling and absorbing carbon monoxide gas; ""carbon monoxide combines with hemoglobin and displaces oxygen in the blood""","یک وضعیت سمی که ناشی از استنشاق و جذب گاز مونوکسیدکربن است.""مونوکسیدکربن با هموگلوبین ترکیب شده و اکسیژن موجود در خون را جابجا می کند""",1
43909,noun,any tropical gymnosperm of the order Cycadales; having unbranched stems with a crown of fernlike leaves,هر گونه ژیمناپرم گرمسیری از راسته Cycadales ؛دارای ساقه های بدون شاخه با تاجی از برگهای مانند سرخس,1
43911,noun,dwarf palmlike cycad of Japan that yields sago,سیکاد نخل کوتوله ژاپن که بازده دارد,1
43912,noun,any of various cycads of the genus Zamia; among the smallest and most verdant cycads,هر یک از سیکادهای مختلف جنس زامیا ؛در میان کوچکترین و سرسبزترین سیکادها,1
43916,noun,South African cycad; the farinaceous pith of the fruit used as food,سیکاد آفریقای جنوبی؛مغز فرنگی میوه ای که به عنوان غذا استفاده می شود,1
43914,noun,any cycad of the genus Dioon; handsome palmlike cycads with robust crowns of leaves and rugged trunks,هر سیکاد از جنس Dioon ؛سیکادهای زیبا مانند نخل با تاج های محکم برگ و تنه های ناهموار,1
43913,noun,a small cycad of the genus Ceratozamia having a short scaly woody trunk and fernlike foliage and woody cones; Mexico,یک سیکاد کوچک از جنس Ceratozamia دارای یک تنه چوبی پوسته پوسته و شاخ و برگ مانند شاخ و برگ و مخروط های چوبی.مکزیک,1
43915,noun,any of numerous cycads of the genus Encephalartos having stout cylindrical trunks and a terminal crown of long often spiny pinnate leaves,هر یک از تعداد زیادی سیکاد از جنس Encephalartos که دارای تنه های استوانه ای تنومند و یک تاج انتهایی از برگهای بلند پنجه ای و بسیار خار دار است,1
43918,noun,large attractive palmlike evergreen cycad of New South Wales,بزرگ نخل سایه سبز همیشه سبز جذاب نیو ساوت ولز,1
43917,noun,any treelike cycad of the genus Macrozamia having erect trunks and pinnate leaves and large cones with sometimes edible nuts; Australia,هر گونه سیکل سه قلو از جنس Macrozamia دارای تنه های قائم و برگهای بالدار و مخروط های بزرگ با آجیل های گاهی خوراکی است.استرالیا,1
43921,noun,a genus of gymnosperms,تیره ژیمناپرمها,1
43920,noun,ancient palmlike plants closely related to ferns in that fertilization is by means of spermatozoids,گیاهان مانند نخل باستان که از نظر لقاح با اسپرماتوزوئیدها ارتباط نزدیکی با سرخس دارند,1
43922,noun,southeastern Indian cycad with palmlike foliage,سیکاد جنوب شرقی هند با شاخ و برگ درخت خرما,1
43924,verb,"cause to pass; ""She passed around the plates""","علت عبور؛""او از صفحات عبور کرد""",1
43925,verb,cause to repeat a cycle,باعث تکرار یک چرخه می شود,1
43919,noun,type genus of Cycadaceae: genus of widely distributed Old World evergreen tropical trees having pinnate leaves and columnar stems covered with persistent bases of old leaves,تیره نوع Cycadaceae: تیره درختان گرمسیری همیشه سبز جهان که به طور گسترده توزیع شده و دارای برگهای پنجه ای و ساقه های ستونی پوشیده از پایه های ماندگار برگ های قدیمی است,1
43923,verb,"cause to go through a recurring sequence; ""cycle the laundry in this washing program""","باعث می شود از یک توالی تکرار شونده عبور کنید.""لباسشویی را در این برنامه شستشو دوچرخه کنید""",1
43927,verb,come to the starting point of a cycle,به نقطه شروع یک چرخه بیایید,1
43928,verb,ride a motorcycle,راندن موتورسیکلت,1
43926,verb,"pass through a cycle; ""This machine automatically cycles""","عبور از چرخه""این دستگاه به طور خودکار چرخه می زند""",1
43929,verb,recur in repeating sequences,تکرار توالی,1
43930,noun,"an interval during which a recurring sequence of events occurs; ""the never-ending cycle of the seasons""","فاصله ای که طی آن توالی تکراری از وقایع رخ می دهد.""چرخه پایان ناپذیر فصول""",1
43932,noun,"a series of poems or songs on the same theme; ""Schubert's song cycles""","یک سری شعر یا آهنگ با همین مضمون ؛""چرخه های آهنگ شوبرت""",1
43934,noun,"an event that repeats; ""the events today were a repeat of yesterday's""","رویدادی که تکرار می شود؛""وقایع امروز تکرار حوادث دیروز بود""",1
43933,noun,"a periodically repeated sequence of events; ""a cycle of reprisal and retaliation""","دنباله ای از وقایع که به طور دوره ای تکرار می شوند ؛""چرخه انتقام جویی و تلافی جویی""",1
43931,noun,a particular point in the time of a cycle; measured from some arbitrary zero and expressed as an angle,یک نقطه خاص در زمان چرخه ؛از بعضی از صفرهای دلخواه اندازه گیری شده و به صورت زاویه بیان می شود,1
43937,noun,one thousand periods per second,هزار دوره در ثانیه,1
43936,noun,the unit of frequency; one hertz has a periodic interval of one second,واحد فرکانسیک هرتز دارای یک فاصله زمانی ثانیه ای است,1
43938,noun,"a single complete execution of a periodically repeated phenomenon; ""a year constitutes a cycle of the seasons""","یک اجرای کامل کامل از یک پدیده که به طور دوره ای تکرار می شود ؛""یک سال چرخه ای از فصول را تشکیل می دهد""",1
43935,noun,"a never-ending cycle of activities and events (especially when they seem to have little purpose); ""if we lose the election the whole legislative merry-go-round will have to start over""","چرخه ای بی پایان از فعالیت ها و رویدادها (به ویژه هنگامی که به نظر می رسد هدف کمی دارند) ؛""اگر ما در انتخابات شکست بخوریم ، کل دور قانونگذاری باید از ابتدا شروع شود""",1
43942,adjective,conforming to the Carnot cycle,مطابق با چرخه کارنو,1
43940,noun,a cycle (of expansion and compression) of an idealized reversible heat engine that does work without loss of heat,یک چرخه (انبساط و فشرده سازی) از یک موتور حرارتی برگشت پذیر ایده آل که بدون از دست دادن گرما کار می کند,1
43943,noun,the branch of physics concerned with the conversion of different forms of energy,شاخه فیزیک مربوط به تبدیل اشکال مختلف انرژی است,1
43945,adjective,forming one or more whorls (especially a whorl of leaves around a stem),تشکیل یک یا چند حلقوی (به خصوص یک حلقه برگ در اطراف ساقه),1
43939,noun,"the complete cycle of events in the heart from the beginning of one heart beat to the beginning of the next; an electrical impulse conducted through the heart muscle that constricts the atria which is followed by constriction of the ventricles; ""the cardiac cycle can be shown on an electrocardiogram""","چرخه کامل حوادث در قلب از آغاز یک ضربان قلب تا ابتدای قلب دیگر.یک تکانه الکتریکی که از طریق عضله قلب انجام می شود و دهلیزها را منقبض می کند و به دنبال آن انقباض بطن ها ایجاد می شود.""چرخه قلب را می توان در الکتروکاردیوگرام نشان داد""",1
43944,adjective,"botany; forming a whorl or having parts arranged in a whorl; ""cyclic petals""; ""cyclic flowers""","گیاه شناسیتشکیل یک چرخش یا تنظیم قطعات به صورت چرخشی ؛""گلبرگهای حلقوی""؛""گلهای حلقوی""",1
43946,adjective,having molecules consisting of two fused rings,دارای مولکولهای متشکل از دو حلقه ذوب شده,1
43941,noun,"a recurring cycle (beginning at menarche and ending at menopause) in which the endometrial lining of the uterus prepares for pregnancy; if pregnancy does not occur the lining is shed at menstruation; ""the average menstrual cycle is 28 days""","یک چرخه تکرار شونده (شروع از قاعدگی و پایان یائسگی) که در آن پوشش آندومتر رحم برای بارداری آماده می شود.اگر حاملگی رخ ندهد ، پوشش در قاعدگی ریخته می شود.""متوسط چرخه قاعدگی 28 روز است""",1
43947,adjective,having atoms linked by bonds represented in circular or triangular form,داشتن اتمهایی که با پیوندهایی به شکل دایره یا مثلث نشان داده می شوند,1
43950,noun,the quality of recurring at regular intervals,کیفیت تکرار در فواصل منظم,1
43948,adjective,containing a closed ring of atoms of which at least one is not a carbon atom,حاوی یک حلقه بسته از اتم ها که حداقل یکی از آنها اتم کربن نیست,1
43949,adjective,containing a closed ring of atoms of the same kind especially carbon atoms,حاوی یک حلقه بسته از اتمها از همان نوع به ویژه اتم های کربن است,1
43954,noun,riding a bicycle,دوچرخه سواری,1
43952,adjective,marked by repeated cycles,با چرخه های مکرر مشخص شده است,1
43953,adjective,happening or recurring at regular intervals,در فواصل منظم اتفاق می افتد یا تکرار می شود,1
43951,adjective,"having a daily cycle or occurring every day; ""diurnal rhythms""; ""diurnal rotation of the heavens""; ""the diurnal slumber of bats""","داشتن یک چرخه روزانه یا هر روز اتفاق می افتد.""ریتم های روزانه"" ؛""چرخش روزانه آسمانها"" ؛""خواب روزانه خفاش ها""",1
43957,adjective,resembling a circle,شبیه دایره,1
43955,noun,"riding a motorcycle; ""motorcycling is a dangerous sport""","موتور سواری؛""موتورسواری یک ورزش خطرناک است""",1
43956,noun,bicycling or motorcycling on sand dunes,دوچرخه سواری یا موتور سواری در تپه های شنی,1
43959,noun,a cycloid generated by a point inside the rolling circle,سیکلوئید تولید شده توسط یک نقطه در داخل دایره نورد,1
43958,noun,a line generated by a point on a circle rolling along a straight line,یک خط تولید شده توسط یک نقطه بر روی یک دایره که در امتداد یک خط مستقیم قرار دارد,1
43961,noun,a violent rotating windstorm,یک طوفان باد شدید و گردان,1
43962,noun,a storm consisting of violent winds,طوفانی متشکل از بادهای شدید,1
43960,noun,a cycloid generated by a point outside the rolling circle,سیکلوئیدی که توسط یک نقطه خارج از دایره نورد تولید می شود,1
43965,noun,a tropical cyclone occurring in the western Pacific or Indian oceans,یک سیکلون استوایی که در اقیانوس آرام غربی یا اقیانوس هند اتفاق می افتد,1
43967,noun,an elementary encyclopedia dealing with general knowledge,یک دائرlopالمعارف ابتدایی که با دانش عمومی سروکار دارد,1
43963,noun,a severe tropical cyclone usually with heavy rains and winds moving a 73-136 knots (12 on the Beaufort scale),یک سیکلون گرمسیری شدید که معمولاً همراه با باران شدید و وزش باد است و گره های 73-136 را حرکت می دهد (12 در مقیاس بوفور),1
43964,noun,a localized and violently destructive windstorm occurring over land characterized by a funnel-shaped cloud extending toward the ground,یک توفان باد مخرب موضعی و مخرب که روی زمین اتفاق می افتد و با ابر قیفی شکل به سمت زمین گسترش می یابد,1
43968,noun,(Greek mythology) one of a race of giants having a single eye in the middle of their forehead,(اساطیر یونان) یکی از نژادهای غولهایی که یک چشم واحد در وسط پیشانی خود دارند,1
43971,noun,copepod water fleas,کک های آبی copepod,1
43969,noun,an imaginary figure of superhuman size and strength; appears in folklore and fair tales,یک شکل خیالی از اندازه و قدرت فوق بشری ؛در داستانهای عامیانه و عادلانه ظاهر می شود,1
43966,noun,a reference work (often in several volumes) containing articles on various topics (often arranged in alphabetical order) dealing with the entire range of human knowledge or with some particular specialty,یک کار مرجع (غالباً در چندین جلد) حاوی مقالاتی در موضوعات مختلف (که اغلب به ترتیب حروف الفبا مرتب شده اند) که مربوط به کل طیف دانش بشری یا برخی از تخصص های خاص,1
43972,noun,primitive aquatic vertebrate,مهره داران ابتدایی آبزی,1
43973,noun,primitive jawless aquatic vertebrate: lampreys; hagfishes,مهره داران آب فک ابتدایی: چراغهای آبدار؛Hagfishes,1
43975,noun,a mild bipolar disorder that persists over a long time,یک اختلال دو قطبی خفیف که برای مدت طولانی ادامه دارد,1
43977,noun,a young swan,یک قو جوان,1
43974,noun,eel-shaped vertebrate without jaws or paired appendages including the cyclostomes and some extinct forms,مهره داران مارماهی بدون فک یا زائده های زوج از جمله سیکلوستوم ها و برخی از اشکال منقرض شده,1
43976,noun,a mental disorder characterized by episodes of mania and depression,یک اختلال روانی که با دوره های شیدایی و افسردگی مشخص می شود,1
43970,noun,minute free-swimming freshwater copepod having a large median eye and pear-shaped body and long antennae used in swimming; important in some food chains and as intermediate hosts of parasitic worms that affect man e.g. Guinea worms,ماسوره آب شیرین دقیقه ای با شنای آزاد با یک چشم متوسط و بدن گلابی شکل و آنتن های بلند که در شنا استفاده می شود.در برخی از زنجیره های غذایی و به عنوان میزبان واسطه ای از کرم های انگلی که بر انسان تأثیر می گذارند مهم است.کرم های گینه ای,1
43979,noun,a cylinder that revolves,استوانه ای که می چرخد,1
43978,noun,a solid bounded by a cylindrical surface and two parallel planes (the bases),یک جامد محدود شده توسط یک سطح استوانه ای و دو صفحه موازی (پایه ها),1
43981,noun,a hollow cylindrical shape,یک شکل استوانه ای توخالی,1
43982,noun,a cylinder that contains brake fluid that is compressed by a piston,استوانه ای حاوی روغن ترمز که توسط پیستون فشرده می شود,1
43980,noun,a hollow cast-iron cylinder attached to the wheel that forms part of the brakes,یک استوانه چدن توخالی متصل به چرخ که بخشی از ترمزها را تشکیل می دهد,1
43984,adjective,having the form of a cylinder,به شکل استوانه,1
43983,noun,a valve that controls the flow of fluid through an intake,دریچه ای که جریان مایعات را از طریق ورودی کنترل می کند,1
43985,noun,(architecture) a molding for a cornice; in profile it is shaped like and S (partly concave and partly convex),(معماری) قالب سازی برای قرنیز ؛در پروفیل مانند آن و S (تا حدی مقعر و تا حدی محدب),1
43988,noun,architecture influenced by the ancient Greeks or Romans,معماری تحت تأثیر یونانیان باستان یا رومی ها,1
43986,noun,a cyma in which the upper section is concave and the lower section is convex,سایمائی که در آن قسمت فوقانی مقعر و قسمت پایین محدب باشد,1
43987,noun,a molding that (in section) has the shape of an S with the convex part above and the concave part below,یک قالب که (در بخش) شکل S با قسمت محدب بالا و قسمت مقعر زیر دارد,1
43990,noun,cymbals that are operated by a foot pedal,سنجهایی که توسط پدال پا کار می کنند,1
43989,noun,a percussion instrument consisting of a concave brass disk; makes a loud crashing sound when hit with a drumstick or when two are struck together,یک ساز کوبه ای متشکل از یک دیسک برنجی مقعر.هنگامی که با چوب طبل برخورد می شود یا هنگامی که دو ضربه به هم می خورند ، صدای خرابی بلندی ایجاد می کند,1
43991,noun,one of a pair of small metallic cymbals worn on the thumb and middle finger; used in belly dancing in rhythm with the dance,یکی از جفت سنجابهای فلزی کوچک که روی انگشت شست و وسط قرار گرفته است.در رقص شکم در ریتم همراه با رقص استفاده می شود,1
43995,noun,someone who is critical of the motives of others,کسی که از انگیزه های دیگران انتقاد می کند,1
43993,noun,genus of tropical epiphytic or terrestrial Old World orchids; one of the most popular orchid genera,تیره ارکیده های اپی فیتی یا زمینی گرمسیری است.یکی از محبوب ترین جنسهای ارکیده,1
43994,noun,any of numerous plants of the orchid family usually having flowers of unusual shapes and beautiful colors,هر یک از گیاهان متعدد خانواده ارکیده معمولاً دارای گلهایی با اشکال غیرمعمول و رنگهای زیبا هستند,1
43996,noun,one who disparages or belittles the worth of something,کسی که ارزش چیزی را تحقیر یا کوچک شمرد,1
43992,noun,any of various plants of the genus Cymbidium having narrow leaves and a long drooping cluster of numerous showy and variously colored boat-shaped flowers; extensively hybridized and cultivated as houseplants and important florists' flowers,هر یک از گیاهان مختلف از جنس Cymbidium دارای برگهای باریک و یک خوشه آویزان طولانی از گلهای قایق شکل متعدد نمایشی و رنگارنگ ؛به طور گسترده هیبرید شده و به عنوان گیاهان آپارتمانی و گل های مهم گل فروشی ها کشت می شود,1
44000,noun,a cynical feeling of distrust,یک احساس بدبینی بدبینانه,1
44001,noun,the feeling that things will turn out badly,احساس اینکه اوضاع بد پیش خواهد رفت,1
43998,adjective,believing the worst of human nature and motives; having a sneering disbelief in e.g. selflessness of others,اعتقاد به بدترین طبیعت و انگیزه های انسان؛داشتن یک باور نابخنده به عنوان مثالازخودگذشتگی دیگران,1
43997,noun,a member of a group of ancient Greek philosophers who advocated the doctrine that virtue is the only good and that the essence of virtue is self-control,عضوی از گروهی از فیلسوفان یونان باستان که از این عقاید حمایت می کنند که تنها فضیلت تنها حسن است و جوهر فضیلت کنترل خود,1
44002,noun,wood of any of various cypress trees especially of the genus Cupressus,چوب درختان مختلف درخت سرو به ویژه از تیره Cupressus,1
44004,noun,coniferous shrub or small tree with berrylike cones,درختچه مخروطی یا درخت کوچک با مخروط های توت مانند,1
44003,noun,any of several evergreen trees or shrubs of Australia and northern New Caledonia,هر درخت یا درختچه همیشه سبز استرالیا و شمال کالدونیای جدید,1
43999,adjective,"having or showing distrust; ""a man of distrustful nature""; ""my experience...in other fields of law has made me distrustful of rules of thumb generally""- B.N.Cardozo; ""vigilant and distrustful superintendence""- Thomas Jefferson","داشتن یا نشان دادن بی اعتمادی ؛""مردی با طبیعت بی اعتماد""؛""تجربه من ... در سایر زمینه های حقوقی باعث شده است که من به طور کلی نسبت به قوانین کلی بی اعتماد باشم"" - B.N.Cardozo""سرپرستی هوشیار و بی اعتماد"" - توماس جفرسون",1
44005,noun,either of two huge coniferous California trees that reach a height of 300 feet; sometimes placed in the Taxodiaceae,هر دو درخت عظیم درختان مخروطی کالیفرنیا که به ارتفاع 300 فوت می رسند.گاهی در Taxodiaceae قرار می گیرند,1
44008,noun,cypress of river valleys of Mexican highlands,سرو دره های رودخانه ای ارتفاعات مکزیک,1
44006,noun,common cypress of southeastern United States having trunk expanded at base; found in coastal swamps and flooding river bottoms,سرو معمولی جنوب شرقی ایالات متحده که تنه خود را در پایه گسترش داده است.در مرداب های ساحلی و طغیان پایین رودخانه یافت می شود,1
44007,noun,smaller than and often included in the closely related Taxodium distichum,کوچکتر از و غالباً در دیسکای مختلف Taxodium که از نزدیک مرتبط است ، گنجانده شده است,1
44010,noun,type genus of Cupressaceae,تیره نوع Cupressaceae,1
44009,noun,large coniferous evergreen tree of North Africa and Spain having flattened branches and scalelike leaves yielding a hard fragrant wood; bark yields a resin used in varnishes,درخت همیشه سبز مخروطی همیشه سبز آفریقای شمالی و اسپانیا دارای شاخه های صاف و برگهایی مانند فلس ، یک چوب معطر سخت ارائه می دهد.پوست یک رزین استفاده شده در لاک ها را تولید می کند,1
44014,noun,Arizona timber tree with bluish silvery foliage,درخت الوار آریزونا با شاخ و برگ های نقره ای مایل به آبی,1
44012,noun,rare small cypress native to northern California; sometimes considered the same species as gowen cypress,سرو کوچک نادر بومی شمال کالیفرنیا ؛بعضی اوقات همان گونه سرو گاون در نظر گرفته می شود,1
44013,noun,rare California cypress taller than but closely related to gowen cypress and sometimes considered the same species,سرو نادر کالیفرنیا بلندتر از سرو گاون که بسیار نزدیک است و گاهی اوقات همان گونه را در نظر می گیرد,1
44011,noun,small sometimes shrubby tree native to California; often used as an ornamental; in some classification systems includes the Pygmy cypress and the Santa Cruz cypress,درخت کوچک درختچه ای بومی کالیفرنیا ؛اغلب به عنوان زینتی استفاده می شود.در برخی از سیستم های طبقه بندی شامل سرو پیگمی و سرو سانتا کروز است,1
44015,noun,relatively low wide-spreading endemic on Guadalupe Island; cultivated for its bluish foliage,بومی گسترده نسبتاً کم در جزیره گوادالوپ.برای شاخ و برگهای مایل به آبی آن کشت می شود,1
44018,noun,tall Eurasian cypress with thin grey bark and ascending branches,سرو بلند اوراسیا با پوست خاکستری نازک و شاخه های صعودی,1
44016,noun,tall California cypress endemic on Monterey Bay; widely used for ornament as well as reforestation and shelterbelt planting,بومی بلند سرو کالیفرنیا در خلیج مونتری.به طور گسترده ای برای تزئینات و همچنین جنگل کاری و کاشت کمربند استفاده می شود,1
44019,noun,a closed sac that develops abnormally in some body structure,کیسه ای بسته که در برخی از ساختارهای بدن به طور غیر طبیعی ایجاد می شود,1
44017,noun,tall spreading evergreen found in Mexico having drooping branches; believed to have been introduced into Portugal from Goa,سبز و همیشه سبز گسترش یافته در مکزیک دارای شاخه های افتاده است.اعتقاد بر این است که از گوا به پرتغال وارد شده است,1
44022,noun,a cyst containing blood,کیست حاوی خون,1
44020,noun,a cystic tumor (usually benign) with a wall lined with epithelium and a cavity containing other material,تومور کیستیک (معمولاً خوش خیم) با دیواره ای پوشیده از اپیتلیوم و حفره ای حاوی مواد دیگر,1
44021,noun,a cystic tumor containing milk or a milky substance (especially in the mammary glands),تومور کیستیک حاوی شیر یا یک ماده شیری (به خصوص در غدد پستانی),1
44024,noun,a cyst that forms in the nabothian glands of the uterine cervix,کیستی که در غدد نابوت رحم رحم ایجاد می شود,1
44025,noun,a cystic tumor (usually benign) of the ovary,تومور کیستیک (معمولاً خوش خیم) تخمدان,1
44026,noun,a cyst on the underside of the tongue,کیست در زیر زبان,1
44023,noun,cyst filled with liquid; forms as a result of infestation by tapeworm larvae (as in echinococcosis),کیست پر از مایع ؛در نتیجه آلودگی توسط لاروهای کرم شکل ایجاد می شود (مانند اکینوکوکوز),1
44030,noun,any small spherical group of cells containing a cavity,هر گروه کوچک کروی سلول که حاوی یک حفره است,1
44027,noun,a common cyst of the skin; filled with fatty matter (sebum) that is secreted by a sebaceous gland that has been blocked,کیست مشترک پوست.مملو از ماده چرب (سبوم) است که توسط غده چربی مسدود شده ترشح می شود,1
44029,noun,a netlike structure in the cytoplasm of animal cells (especially in those cells that produce secretions),یک ساختار خالص در سیتوپلاسم سلولهای حیوانی (به ویژه در آن سلول هایی که ترشح می کنند),1
44028,noun,either of the two dilated ends of the lacrimal ducts at the nasal ends of the eyes that fill with tears secreted by the lacrimal glands,هر دو انتهای متسع مجاری اشکی در انتهای بینی که پر از اشک ترشح شده توسط غدد اشکی می شود,1
44032,noun,a male monarch or emperor (especially of Russia prior to 1917),یک پادشاه یا امپراطور مرد (به ویژه روسیه قبل از 1917),1
44031,noun,an artificially made microscopic vesicle into which nucleic acids can be packaged; used in molecular biology as a transducing vector,یک وزیکول میکروسکوپی مصنوعی ساخته شده که می توان اسیدهای نوکلئیک را در آن بسته بندی کرد.در زیست شناسی مولکولی به عنوان بردار مبدل استفاده می شود,1
44036,noun,czar of Russian (1551-1605),تزار روسی (1551-1605),1
44037,noun,the first czar of Russia (1530-1584),تزار اول روسیه (1530-1584),1
44035,noun,son of Alexander II who was czar of Russia (1845-1894),پسر اسکندر دوم که تزار روسیه بود (1894-1845),1
44033,noun,the czar of Russia whose plans to liberalize the government of Russia were unrealized because of the wars with Napoleon (1777-1825),تزار روسیه که به دلیل جنگ با ناپلئون (1825-1777) برنامه هایش برای آزادسازی دولت روسیه عملی نشده بود,1
44034,noun,"the son of Nicholas I who, as czar of Russia, introduced reforms that included limited emancipation of the serfs (1818-1881)",پسر نیکلاس اول که به عنوان تزار روسیه اصلاحاتی را ارائه داد که شامل رهایی محدود سرف ها بود (1818-1181),1
44038,noun,czar of Russia from 1825 to 1855 who led Russia into the Crimean War (1796-1855),تزار روسیه از سال 1825 تا 1855 که روسیه را به جنگ کریمه (1796-1855) هدایت کرد,1
44041,noun,the wife or widow of a czar,همسر یا بیوه یک تزار,1
44042,noun,a native of inhabitant of the Czech Republic,بومی یا ساکن جمهوری چک,1
