id,pos,gloss,persian_gloss,checked
52011,noun,electricity produced by chemical action,برق تولید شده توسط اقدامات شیمیایی,1
52012,noun,electricity produced by water power,برق تولید شده توسط نیروی آب,1
52009,noun,a person who installs or repairs electrical or telephone lines,شخصی که خطوط برق یا تلفن را نصب یا تعمیر می کند,1
52010,noun,an electrician responsible for lighting on a movie or tv set,یک برق کار مسئول روشنایی در یک فیلم یا مجموعه تلویزیونی,1
52013,noun,electricity generated by light or affected by light,برق تولید شده توسط نور یا تحت تأثیر نور,1
52016,noun,a flow of electric charge,جریان بار الکتریکی,1
52015,noun,electricity produced by friction,برق تولید شده توسط اصطکاک,1
52017,noun,electricity produced by heat (as in a thermocouple),برق تولید شده توسط گرما (مانند ترموکوپل),1
52018,adjective,"charged or energized with electricity; ""a hot wire""; ""a live wire""","با برق شارژ یا انرژی می یابد.""یک سیم داغ""؛""یک سیم زنده""",1
52020,adjective,subjected to or capable of operating under relative low voltage,تحت ولتاژ نسبی پایین قرار گرفته یا قادر به کار کردن است,1
52021,adjective,"arising from inductance; ""inductive reactance""","ناشی از استقرا""واکنش متقابل""",1
52019,adjective,"subjected to or capable of operating under relatively high voltage; ""high-tension wire""","تحت ولتاژ نسبتاً زیاد قرار گرفته یا قادر به کار است.""سیم با فشار بالا""",1
52014,noun,"electricity produced by mechanical pressure on certain crystals (notably quartz or Rochelle salt); alternatively, electrostatic stress produces a change in the linear dimensions of the crystal",الکتریکی تولید شده توسط فشار مکانیکی روی بلورهای خاص (به ویژه کوارتز یا نمک روشل).متناوباً ، تنش الکترواستاتیک تغییری در ابعاد خطی کریستال ایجاد می کند,1
52022,adjective,"pertaining to or producing electric current by chemical action; ""a galvanic cell""; ""a voltaic (or galvanic) couple""","مربوط یا تولید جریان الکتریکی با اثر شیمیایی ؛""یک سلول گالوانیک"" ؛""یک زوج ولتایی (یا گالوانیک)""",1
52025,noun,(electricity) receptacle consisting of the metal box designed for connections to a wiring system,مخزن (برق) متشکل از جعبه فلزی طراحی شده برای اتصال به سیستم سیم کشی,1
52023,adjective,of an electrical system that uses or generates two or more alternating voltages of the same frequency but differing in phase angle,از یک سیستم الکتریکی که از دو یا چند ولتاژ متناوب با همان فرکانس استفاده می کند یا تولید می کند اما در زاویه فاز متفاوت است,1
52027,noun,"keen and shared excitement; ""the stage crackled with electricity whenever she was on it""","هیجان مشتاق و مشترک ؛""صحنه هر زمان که او برق می خورد ، ترک خورد""",1
52026,noun,an electric quantity (voltage or current or field strength) whose modulation represents coded information about the source from which it comes,یک مقدار الکتریکی (ولتاژ یا جریان یا قدرت میدان) که مدولاسیون آن نشان دهنده اطلاعات کد شده در مورد منبعی است که از آن می آید,1
52028,verb,charge (a conductor) with electricity,شارژ (یک رسانا) با برق,1
52024,noun,"(electricity) a rearrangement of the relative positions of power lines in order to minimize the effects of mutual capacitance and inductance; ""he wrote a textbook on the electrical effects of transposition""","(برق) بازآرایی موقعیت های نسبی خطوط برق به منظور به حداقل رساندن تأثیرات ظرفیت خازنی و القایی متقابل.""او یک کتاب درسی درباره تأثیرات الکتریکی جابجایی نوشت""",1
52032,noun,execution by electricity,اعدام توسط برق,1
52029,verb,"kill by electric shock; ""She dropped the hair dryer into the bathtub and was instantly electrocuted""","کشتن توسط شوک الکتریکی""او سشوار را به وان انداخت و بلافاصله برق گرفت""",1
52033,noun,killing by electric shock,کشته شدن توسط شوک الکتریکی,1
52030,verb,"cause the death of, without intention; ""She was killed in the collision of three cars""","باعث مرگ ، بدون قصد""او در برخورد سه اتومبیل کشته شد""",1
52031,verb,"kill by electrocution, as in the electric chair; ""The serial killer was electrocuted""","مانند برق ، بر اثر برق گرفتگی بکشید.""قاتل زنجیره ای برق گرفت""",1
52035,noun,the electrode in a transistor where electrons originate,الکترود موجود در یک ترانزیستور که الکترونها از آنجا منشا می گیرند,1
52038,noun,electrical device used for etching by electrolytic means,دستگاه الكتريكي مورد استفاده براي اچ,1
52036,noun,a graphical record of electrical activity of the brain; produced by an electroencephalograph,یک ثبت گرافیکی از فعالیت الکتریکی مغز ؛تولید شده توسط دستگاه الکتروانسفالوگراف,1
52037,noun,medical instrument that records electric currents generated by the brain,ابزار پزشکی که جریان الکتریکی تولید شده توسط مغز را ثبت می کند,1
52039,noun,removing superfluous or unwanted hair by passing an electric current through the hair root,از بین بردن موهای زائد یا ناخواسته با عبور جریان الکتریکی از ریشه مو,1
52040,noun,the act of removing hair (as from an animal skin),عمل از بین بردن مو (مانند پوست حیوان),1
52034,noun,the electrode that is the source of electrons in a cathode-ray tube or electron microscope; consists of a cathode that emits a stream of electrons and the electrostatic or electromagnetic apparatus that focuses it,الکترودی که منبع الکترون در لوله اشعه کاتد یا میکروسکوپ الکترونی است.متشکل از یک کاتد است که جریان الکترونها و دستگاه الکترواستاتیک یا الکترومغناطیسی را متمرکز می کند.,1
52042,noun,energy that is radiated or transmitted in the form of rays or waves or particles,انرژی که به صورت اشعه یا امواج یا ذرات تابش یا منتقل می شود,1
52043,noun,electromagnetic radiation that can produce photochemical reactions,تابش الکترومغناطیسی که می تواند واکنش های فتوشیمیایی ایجاد کند,1
52041,noun,an electromagnet (as on a tape recorder) that converts electrical variations into magnetic variations that can be stored on a surface a later retrieved,یک آهنربای الکتریکی (مانند یک ضبط صوت) که تغییرات الکتریکی را به تغییرات مغناطیسی تبدیل می کند که می تواند در سطحی ذخیره شود که بعداً بازیابی می شود,1
52045,noun,an electromagnetic wave generated by oscillations in an electric circuit,یک موج الکترومغناطیسی ایجاد شده توسط نوسانات در یک مدار الکتریکی,1
52046,noun,electromagnetic radiation emitted during radioactive decay and having an extremely short wavelength,تابش الکترومغناطیسی ساطع شده در طی فروپاشی رادیواکتیو و دارای طول موج بسیار کوتاه,1
52047,noun,a single frequency (or very narrow band) of radiation in a spectrum,یک فرکانس (یا باند بسیار باریک) تابش در یک طیف,1
52044,noun,the electromagnetic radiation that would be radiated from an ideal black body; the distribution of energy in the radiated spectrum of a black body depends only on temperature and is determined by Planck's radiation law,تابش الکترومغناطیسی که از یک جسم سیاه ایده آل تابش می شود.توزیع انرژی در طیف تابش شده یک جسم سیاه فقط به دما بستگی دارد و توسط قانون تابش پلانک تعیین می شود,1
52049,noun,electromagnetic radiation of short wavelength produced when high-speed electrons strike a solid target,تابش الکترومغناطیسی با طول موج کوتاه هنگام برخورد الکترونهای با سرعت بالا به یک هدف جامد تولید می شود,1
52050,noun,a quantum of electromagnetic radiation; an elementary particle that is its own antiparticle,یک کوانتوم تابش الکترومغناطیسی ؛یک ذره ابتدایی که ضد ذره خودش است,1
52048,noun,"a short electromagnetic wave (longer than infrared but shorter than radio waves); used for radar and microwave ovens and for transmitting telephone, facsimile, video and data",یک موج الکترومغناطیسی کوتاه (طولانی تر از مادون قرمز اما کوتاه تر از امواج رادیویی) ؛برای رادار و اجاق های مایکروویو و انتقال تلفن ، نمابر ، فیلم و داده استفاده می شود,1
52052,noun,the branch of physics concerned with electromagnetic phenomena,شاخه فیزیک مربوط به پدیده های الکترومغناطیسی,1
52053,noun,meter to measure electrostatic voltage differences; draws no current from the source,متر برای اندازه گیری اختلاف ولتاژ الکترواستاتیک؛از منبع جریان نمی گیرد,1
52054,noun,an elementary particle with negative charge,یک ذره ابتدایی با بار منفی,1
52051,noun,"magnetism produced by an electric current; ""electromagnetism was discovered when it was observed that a copper wire carrying an electric current can magnetize pieces of iron or steel near it""","مغناطیس تولید شده توسط جریان الکتریکی.""الکترومغناطیس هنگامی کشف شد که سیم مسی حامل جریان الکتریکی می تواند قطعات آهن یا فولاد را در نزدیکی خود مغناطیسی کند""",1
52055,noun,an elementary particle that participates in weak interactions; has a baryon number of 0,یک ذره ابتدایی که در فعل و انفعالات ضعیف شرکت می کند.عدد باریون 0 دارد,1
52056,noun,an electron ejected from matter by ionizing radiation,یک الکترون با تابش یونیزان از ماده خارج می شود,1
52058,noun,an electron that is emitted from an atom or molecule by an incident photon,یک الکترون است که توسط یک فوتون اتفاقی از یک اتم یا مولکول ساطع می شود,1
52057,noun,electron that is not attached to an atom or ion or molecule but is free to move under the influence of an electric field,الکترونی که به اتم یا یون یا مولکول متصل نیست اما تحت تأثیر یک میدان الکتریکی آزاد است,1
52059,noun,an electron in the outer shell of an atom which can combine with other atoms to form molecules,یک الکترون در پوسته خارجی یک اتم که می تواند با سایر اتم ها ترکیب شده و مولکول تشکیل دهد,1
52061,noun,electron microscope used to observe the surface structure of a solid,میکروسکوپ الکترونی برای مشاهده ساختار سطح یک جامد استفاده می شود,1
52062,noun,a small vacuum tube; used at high frequencies,یک لوله خلاuum کوچک ؛در فرکانس های بالا استفاده می شود,1
52063,noun,a vacuum tube that amplifies a flow of electrons,یک لوله خلا که جریان الکترون را تقویت می کند,1
52064,noun,a tube in which an electric discharge takes place through a gas,لوله ای که در آن تخلیه الکتریکی از طریق گاز صورت می گیرد,1
52060,noun,a microscope that is similar in purpose to a light microscope but achieves much greater resolving power by using a parallel beam of electrons to illuminate the object instead of a beam of light,یک میکروسکوپ که از نظر هدف مشابه میکروسکوپ نوری است اما با استفاده از یک پرتو موازی الکترون برای روشن کردن جسم به جای پرتو نور ، قدرت حل و فصل بسیار بیشتری را به دست می آورد,1
52067,noun,a thermionic tube having five electrodes,یک لوله حرارتی دارای پنج الکترود است,1
52065,noun,an electron tube used to generate or amplify electromagnetic radiation in the microwave region by velocity modulation,یک لوله الکترونی که برای تولید یا تقویت تابش الکترومغناطیسی در منطقه مایکروویو با مدولاسیون سرعت استفاده می شود,1
52068,noun,a thermionic tube having four electrodes,یک لوله حرارتی دارای چهار الکترود,1
52066,noun,a diode vacuum tube in which the flow of electrons from a central cathode to a cylindrical anode is controlled by crossed magnetic and electric fields; used mainly in microwave oscillators,یک لوله خلاuum دیود که در آن جریان الکترون ها از یک کاتد مرکزی به یک آند استوانه ای توسط میدان های مغناطیسی و الکتریکی عبور داده شده کنترل می شود.به طور عمده در اسیلاتورهای مایکروویو استفاده می شود,1
52072,noun,the branch of electronics that deals with miniature components,شاخه الکترونیک که با اجزای مینیاتور سرو کار دارد,1
52069,noun,a thermionic vacuum tube having three electrodes; fluctuations of the charge on the grid control the flow from cathode to anode which making amplification possible,یک لوله خلا therm حرارتی دارای سه الکترود ؛نوسانات بار در شبکه جریان از کاتد به آند را کنترل می کند که تقویت را امکان پذیر می کند,1
52071,noun,the branch of electronics that deals with beams of electrons and their focusing and deflection by magnetic fields,شاخه ای از الکترونیک که با پرتوهای الکترون و تمرکز و انحراف آنها توسط میدان های مغناطیسی سروکار دارد,1
52070,noun,a vacuum tube containing a metal target onto which a beam of electrons is directed at high energy for the generation of X rays,یک لوله خلاuum حاوی یک هدف فلزی که پرتوی الکترون برای تولید پرتوهای X به سمت انرژی بالا هدایت می شود,1
52073,noun,the branch of electronics dealing with thermionic phenomena (especially thermionic vacuum tubes),شاخه الکترونیک که با پدیده های حرارتی (به ویژه لوله های خلا therm حرارتی) سروکار دارد,1
52074,adjective,designating sound transmission or recording or reproduction over a single channel,تعیین انتقال صدا یا ضبط یا تولید مثل از طریق یک کانال واحد,1
52075,adjective,of an electrical signal; reduced in amplitude with little or no distortion,از یک سیگنال الکتریکی ؛در دامنه با اعوجاج کم یا بدون کاهش,1
52076,adjective,consisting of semiconductor materials and components and related devices,متشکل از مواد و اجزای نیمه هادی و دستگاههای مربوطه است,1
52077,adjective,of or relating to the beat produced by heterodyning two oscillations,یا مربوط به ضرب و شتم تولید شده توسط heterodyning دو نوسان است,1
52079,noun,(electronics) an oscillation of small amplitude imposed on top of a steady value,(الکترونیک) نوسانی از دامنه کوچک که بالای یک مقدار ثابت تحمیل می شود,1
52078,noun,(electronics) a response depicting the output-to-input ratio of a transducer as a function of frequency,(الکترونیک) پاسخی که نسبت خروجی به ورودی مبدل را به عنوان تابعی از فرکانس نشان می دهد,1
52081,noun,a new industry that is expanding rapidly (especially telecommunications or electronics),صنعت جدیدی که به سرعت در حال گسترش است (به ویژه ارتباطات از راه دور یا الکترونیک),1
52082,noun,(electronics) the production of (semiconductor) crystals by slow crystallization from the molten state,(الکترونیک) تولید بلورهای (نیمه هادی) با تبلور آهسته از حالت مذاب,1
52080,noun,"(electronics) a sharp transient wave in the normal electrical state (or a series of such transients); ""the pulsations seemed to be coming from a star""","(الکترونیک) موج گذرا تیز در حالت الکتریکی عادی (یا مجموعه ای از چنین گذراها) ؛""به نظر می رسد ضربان ها از یک ستاره می آیند""",1
52084,verb,reduce or eliminate the coupling of (one circuit or part to another),کاهش یا حذف اتصال (یک مدار یا بخشی به مدار دیگر),1
52085,noun,electrophoresis to separate antigens and antibodies,الکتروفورز برای جدا کردن آنتی ژن ها و آنتی بادی ها,1
52086,noun,electrophoresis carried out on filter paper,الکتروفورز انجام شده بر روی کاغذ فیلتر,1
52083,noun,(electronics) the time required for the current or voltage in a circuit to rise or fall exponentially through approximately 63 per cent of its amplitude,(الکترونیک) زمان مورد نیاز برای افزایش یا افت جریان یا ولتاژ در مدار از طریق تقریباً 63 درصد دامنه آن,1
52089,noun,small family comprising the electric eels,خانواده کوچکی متشکل از مارماهی های برقی,1
52087,noun,a simple electrostatic generator that generates repeated charges of static electricity,یک ژنراتور الکترواستاتیک ساده که بارهای مکرر الکتریسیته ساکن تولید می کند,1
52088,noun,electrical device that produces a high voltage by building up a charge of static electricity,دستگاه الکتریکی که با ایجاد یک بار الکتریسیته ساکن ولتاژ بالا تولید می کند,1
52090,verb,"coat with metal by electrolysis; ""electroplate the watch""","پوشش با فلز توسط الکترولیز ؛""ساعت را آبکاری کنید""",1
52092,noun,the branch of physics that deals with static electricity,شاخه ای از فیزیک که با الکتریسیته ساکن سروکار دارد,1
52095,noun,elegance suggestive of a royal court,ظرافت حاکی از یک دادگاه سلطنتی,1
52091,noun,measuring instrument that detects electric charge; two gold leaves diverge owing to repulsion of charges with like sign,ابزار اندازه گیری که بار الکتریکی را تشخیص می دهد.دو برگ طلا به دلیل دافع شدن اتهامات با علامت مشابه از هم دور می شوند,1
52093,noun,the therapeutic application of electricity to the body (as in the treatment of various forms of paralysis),کاربرد درمانی برق به بدن (مانند درمان اشکال مختلف فلج),1
52096,noun,elegance indicated by good taste,ظرافت نشان داده شده توسط سلیقه خوب است,1
52094,noun,the administration of a strong electric current that passes through the brain to induce convulsions and coma,استفاده از یک جریان الکتریکی قوی که از مغز عبور می کند تا باعث تشنج و کما شود,1
52098,adjective,affecting extreme elegance in dress and manner,تأثیر بر ظرافت فوق العاده در لباس و شیوه,1
52101,adjective,lavishly elegant and refined,بسیار مجلل و ظریف,1
52100,adjective,"pretentiously elegant; ""a high-toned restaurant""","به ظاهر زیبا""یک رستوران با صدای عالی""",1
52097,noun,"a quality of neatness and ingenious simplicity in the solution of a problem (especially in science or mathematics); ""the simplicity and elegance of his invention""","کیفیت مرتب و ساده ابتکاری در حل یک مسئله (به ویژه در علوم یا ریاضیات) ؛""سادگی و ظرافت اختراع او""",1
52104,adjective,"suggesting taste, ease, and wealth",پیشنهاد سلیقه ، سهولت و ثروت,1
52103,adjective,polished and well-groomed; showing sophisticated elegance,صیقلی و آراستهنشان دادن ظرافت پیچیده,1
52102,adjective,"free from what is tawdry or unbecoming; ""a neat style""; ""a neat set of rules""; ""she hated to have her neat plans upset""","عاری از آنچه خنک کننده یا نامطلوب است ؛""یک سبک شسته و رفته""؛""مجموعه ای دقیق از قوانین""؛""او از اینکه برنامه های شسته و رفته اش بر هم بخورد متنفر بود""",1
52099,adjective,"characterized by elegance or refinement or accomplishment; ""fine wine""; ""looking fine in her Easter suit""; ""a fine gentleman""; ""fine china and crystal""; ""a fine violinist""; ""the fine hand of a master""","با ظرافت یا پالایش یا موفقیت مشخص می شود.""شراب خوب""؛""خوب در لباس عید پاک خود""""یک آقای خوب""؛""ظریف چینی و کریستال""؛""یک ویولونیست خوب""؛""دست خوب یک استاد""",1
52108,verb,compose an elegy,مرثیه سرود,1
52107,adjective,"expressing sorrow often for something past; ""an elegiac lament for youthful ideals""","ابراز غم و غصه اغلب برای چیزی گذشته""نوحه مرثیه ای برای آرمان های جوانی""",1
52109,noun,a mournful poem; a lament for the dead,یک شعر غم انگیز ؛نوحه ای برای مردگان,1
52106,adjective,"displaying effortless beauty and simplicity in movement or execution; ""an elegant dancer""; ""an elegant mathematical solution -- simple and precise""","نمایش زیبایی و سادگی در حرکت یا اعدام.""یک رقاص زیبا""""یک راه حل ریاضی زیبا - ساده و دقیق""",1
52105,adjective,"characterized by charm, good taste, and generosity of spirit; ""gracious even to unexpected visitors""; ""gracious living""; ""he bears insult with gracious good humor""","با جذابیت ، خوش ذوقی و سخاوت روحیه مشخص می شود.""لطف حتی به بازدیدکنندگان غیر منتظره""؛""زندگی بخشنده""؛""او با شوخ طبعي بخشنده توهين مي کند""",1
52112,noun,a chemical element lacking typical metallic properties,یک عنصر شیمیایی فاقد خواص فلزی معمولی است,1
52110,noun,any element having an atomic number greater than 92 (which is the atomic number of uranium); all are radioactive,هر عنصر دارای عدد اتمی بزرگتر از 92 (که تعداد اتمی اورانیوم است) ؛همه رادیواکتیو هستند,1
52114,noun,a transuranic element,یک عنصر ترانس اورانیک است,1
52111,noun,any of the chemically inert gaseous elements of the helium group in the periodic table,هر یک از عناصر گازی شیمیایی بی اثر گروه هلیوم در جدول تناوبی,1
52113,noun,any of the artificially produced elements with atomic numbers greater than 103,هر یک از عناصر مصنوعی تولید شده با تعداد اتمی بزرگتر از 103,1
52116,noun,a transuranic element,یک عنصر ترانس اورانیک است,1
52115,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52118,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52122,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52121,noun,a radioactive transuranic element synthesized from californium,یک عنصر ترانس اورانیک رادیواکتیو است که از کالیفرنیوم سنتز شده است,1
52117,noun,a brittle grey crystalline element that is a semiconducting metalloid (resembling silicon) used in transistors; occurs in germanite and argyrodite,یک عنصر کریستالی خاکستری شکننده که یک فلز نیمه رسانا (شبیه سیلیکون) است که در ترانزیستورها استفاده می شود.در ژرمانیت و آرژیرودیت رخ می دهد,1
52120,noun,a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas; the simplest and lightest and most abundant element in the universe,یک عنصر یک ظرفیتی غیر فلزی است که به طور معمول یک گاز دیاتومیک بسیار قابل اشتعال بی رنگ و بدون بو است.ساده ترین و سبک ترین و فراوان ترین عنصر در جهان است,1
52119,noun,a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas),یک عنصر بی رنگ بسیار سبک که یکی از شش گاز بی اثر است.سخت ترین گاز برای مایع سازی ؛در برخی گازهای طبیعی به مقدار قابل استخراج اقتصادی (مانند آنچه در تگزاس و کانزاس یافت می شود) وجود دارد,1
52124,noun,a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known,یک عنصر ترانس اورانیک رادیواکتیو که با بمباران کوریوم با یونهای کربن سنتز می شود.7 ایزوتوپ شناخته شده است,1
52123,noun,a radioactive transuranic element synthesized by bombarding einsteinium with alpha particles (Md is the current symbol for mendelevium but Mv was formerly the symbol),یک عنصر ترانس اورانیک رادیواکتیو که با بمباران اینشتینیم با ذرات آلفا ساخته می شود (Md نماد فعلی مندلویوم است اما Mv قبلاً نماد آن بود),1
52128,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52125,noun,a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms,یک عنصر غیر فلزی چند ظرفیتی از خانواده نیتروژن که معمولاً در سنگهای فسفات معدنی و به عنوان فسفات آلی در تمام سلولهای زنده وجود دارد.بسیار واکنش پذیر است و به چندین شکل آلوتروپیک رخ می دهد,1
52130,noun,a transuranic element,یک عنصر ترانس اورانیک است,1
52129,noun,a radioactive transuranic element which has been synthesized,یک عنصر ترانس اورانیک رادیواکتیو است که سنتز شده است,1
52127,noun,a radioactive gaseous element formed by the disintegration of radium; the heaviest of the inert gasses; occurs naturally (especially in areas over granite) and is considered a hazard to health,یک عنصر گازی رادیواکتیو است که در اثر تجزیه رادیوم تشکیل شده است.سنگین ترین گازهای بی اثر ؛به طور طبیعی (به ویژه در مناطق بیش از گرانیت) رخ می دهد و خطری برای سلامتی محسوب می شود,1
52133,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52126,noun,a solid silvery grey radioactive transuranic element whose atoms can be split when bombarded with neutrons; found in minute quantities in uranium ores but is usually synthesized in nuclear reactors; 13 isotopes are known with the most important being plutonium 239,یک عنصر ترانس اورانیک رادیواکتیو خاکستری نقره ای رنگ جامد که در صورت بمباران با نوترون ، می توان اتم های آن را تقسیم کرد.به مقدار کمی در سنگ معدن اورانیوم یافت می شود اما معمولاً در راکتورهای هسته ای ساخته می شود.13 ایزوتوپ شناخته شده اند که مهمترین آنها پلوتونیوم 239 است,1
52134,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52135,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52136,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52137,noun,a radioactive transuranic element,یک عنصر ترانس اورانیک رادیواکتیو است,1
52132,noun,a brittle silver-white metalloid element that is related to selenium and sulfur; it is used in alloys and as a semiconductor; occurs mainly as tellurides in ores of copper and nickel and silver and gold,یک عنصر متالوئید سفید و نقره ای شکننده که مربوط به سلنیوم و گوگرد است.از آن در آلیاژها و به عنوان نیمه هادی استفاده می شود.به طور عمده به عنوان تلورید در سنگ معدن مس و نیکل و نقره و طلا وجود دارد,1
52131,noun,a toxic nonmetallic element related to sulfur and tellurium; occurs in several allotropic forms; a stable grey metallike allotrope conducts electricity better in the light than in the dark and is used in photocells; occurs in sulfide ores (as pyrite),یک عنصر غیر فلزی سمی مربوط به گوگرد و تلوریم ؛به چندین شکل آلوتروپیک رخ می دهد.یک آلوتروپ فلزی خاکستری پایدار برق را در نور بهتر از تاریکی هدایت می کند و در سلولهای نوری استفاده می شود.در سنگ معدن سولفید اتفاق می افتد (به عنوان پیریت),1
52139,noun,"the most favorable environment for a plant or animal; ""water is the element of fishes""","مطلوب ترین محیط برای یک گیاه یا حیوان.""آب عنصر ماهیهاست""",1
52138,noun,an element that occurs at very small quantities in the body but is nonetheless important for many biological processes,عنصری که در بدن بسیار کم اتفاق می افتد اما با این وجود برای بسیاری از فرآیندهای بیولوژیکی مهم است,1
52141,noun,a straight line that generates a cylinder or cone,یک خط مستقیم که یک استوانه یا مخروط تولید می کند,1
52140,noun,"the situation in which you are happiest and most effective; ""in your element""","وضعیتی که در آن خوشبخت ترین و م mostثرترین هستید""در عنصر شما""",1
52142,noun,a straight line joining the apex and a point on the base,یک خط مستقیم که به راس می پیوندد و یک نقطه از پایه,1
52146,noun,five-toed pachyderm,پاچیدرم پنج انگشتی,1
52143,noun,a straight line running the length of the cylinder,یک خط مستقیم که طول استوانه را اجرا می کند,1
52147,noun,elephants,فیل ها,1
52144,noun,fragrant resin obtain from trees of the family Burseraceae and used as incense,رزین معطر از درختان خانواده Burseraceae به دست می آید و به عنوان بخور استفاده می شود,1
52145,noun,any of various tropical trees of the family Burseraceae yielding fragrant gums or resins that are burned as incense,هر یک از درختان گرمسیری مختلف خانواده Burseraceae دارای لثه یا رزین های معطر است که به عنوان بخور سوزانده می شوند,1
52149,noun,a wild and vicious elephant separated from the herd,یک فیل وحشی و شرور از گله جدا شده است,1
52148,noun,massive herbivorous mammals having tusks and a long trunk,پستانداران علف خوار عظیم الجثه و دارای یک تنه بلند,1
52150,noun,Asian elephant having smaller ears and tusks primarily in the male,فیل های آسیایی گوش ها و گوزن های کوچکتر در درجه اول در نر دارند,1
52151,noun,an elephant native to Africa having enormous flapping ears and ivory tusks,فیل بومی آفریقا که دارای گوشهای بزرگ و عاج های عاج است,1
52154,noun,a long flexible snout as of an elephant,یک پوزه انعطاف پذیر طولانی مانند یک فیل,1
52156,noun,hypertrophy of a limb,هیپرتروفی اندام,1
52153,noun,extinct elephants of Central American and South America; of the Miocene and Pleistocene,فیلهای منقرض شده آمریکای مرکزی و آمریکای جنوبی.از میوسن و پلیستوسن,1
52152,noun,any of numerous extinct elephants widely distributed in the Pleistocene; extremely large with hairy coats and long upcurved tusks,هر یک از فیلهای منقرض شده متعددی که به طور گسترده در پلیستوسن توزیع شده اند.بسیار بزرگ با کتهای مودار و عاج های بلند تاشو,1
52155,noun,hypertrophy of certain body parts (usually legs and scrotum); the end state of the disease filariasis,هیپرتروفی برخی از قسمتهای بدن (معمولاً پاها و کیسه بیضه) ؛وضعیت نهایی بیماری فیلاریازیس,1
52157,noun,swelling of the scrotum resulting from chronic lymphatic obstruction,تورم کیسه بیضه ناشی از انسداد مزمن لنفاوی,1
52162,noun,a raised or elevated geological formation,یک شکل گیری زمین شناسی برجسته یا مرتفع,1
52159,noun,a railway that is powered by electricity and that runs on a track that is raised above the street level,راه آهنی که از طریق برق تأمین می شود و در مسیری که بالاتر از سطح خیابان قرار دارد حرکت می کند,1
52161,noun,elevated railway in an amusement park (usually with sharp curves and steep inclines),راه آهن مرتفع در پارک تفریحی (معمولاً با منحنی های تیز و شیب های شیب دار),1
52158,noun,thickening of the skin (usually unilateral on an extremity) caused by congenital enlargement of lymph vessel and lymph vessel obstruction,ضخیم شدن پوست (معمولاً یک طرفه در یک اندام) ناشی از بزرگ شدن مادرزادی عروق لنفاوی و انسداد رگ های لنفاوی,1
52160,noun,line that is the commercial organization responsible for operating a system of transportation for trains that pull passengers or freight,خطی که سازمان بازرگانی است و مسئول اجرای سیستم حمل و نقل قطارهایی است که مسافران یا بار را می کشند,1
52164,noun,a rounded elevation (especially one on an ocean floor),یک ارتفاع گرد (به ویژه یک در کف اقیانوس),1
52165,noun,equality of elevation above sea level,برابری ارتفاع از سطح دریا,1
52163,noun,a natural elevation (especially a rocky one that juts out into the sea),یک ارتفاع طبیعی (به ویژه یک صخره ای که در دریا بیرون می زند),1
52167,noun,the level of the surface of a body of water,سطح سطح یک آب,1
52166,noun,"the height of the ground on which something stands; ""the base of the tower was below grade""","ارتفاع زمینی که چیزی بر روی آن قرار گرفته است.""پایه برج زیر درجه بود""",1
52168,noun,drawing of an exterior of a structure,ترسیم نمای خارجی سازه,1
52172,noun,an elevator designed for carrying freight,آسانسوری برای حمل بار طراحی شده است,1
52170,noun,an act undertaken to increase your own power and influence or to draw attention to your own importance,عملی که برای افزایش قدرت و نفوذ خود یا جلب توجه به اهمیت خود انجام شده است,1
52171,noun,a small elevator used to convey food (or other goods) from one floor of a building to another,آسانسور کوچکی که برای انتقال غذا (یا کالاهای دیگر) از یک طبقه ساختمان به طبقه دیگر استفاده می شود,1
52169,noun,"the act of increasing the wealth or prestige or power or scope of something; ""the aggrandizement of the king""; ""his elevation to cardinal""","عمل افزایش ثروت یا اعتبار یا قدرت یا دامنه چیزی ؛""بزرگي شاه""؛""ارتفاع او تا کاردینال""",1
52173,noun,the airfoil on the tailplane of an aircraft that makes it ascend or descend,ایرفویل موجود در هواپیمای دم هواپیما که آن را به بالا یا پایین رفتن می رساند,1
52175,noun,the cardinal number that is the sum of ten and one,شماره اصلی که حاصل جمع ده و یک است,1
52174,noun,the horizontal stabilizer and elevator in the tail assembly of an aircraft,تثبیت کننده و آسانسور افقی در مجموعه دم هواپیما,1
52176,noun,"a position on the line of scrimmage; ""guards must be good blockers""","موقعیتی در خط نزاع ؛""نگهبانان باید مسدود کننده های خوبی باشند""",1
